Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Verre recyclable à l'Usine A. Poids 192.5 kg, volume 372.0 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable 192 5kg 372 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
Déchets métalliques triés au centre de tri municipal. Poids 36.0 kg. Conductivité mesurée : 0.809. Matériau dense et résistant. Lot conforme aux standards de tri.,déchets métalliques triés centre tri municipal 36 0kg conductivité mesurée 0 809 dense résistant conforme standard tri,0,Inconnu
"Déchets métalliques triés depuis le Centre de Tri. Poids non mesuré kg. Conductivité mesurée : 0.986. Matériau dense et résistant. État dégradé, recyclage partiel possible.",déchets métalliques triés depuis centre tri mesuré conductivité mesurée 0 986 dense résistant état dégradé recyclage partiel possible,0,Inconnu
"Papier usagé depuis l'Usine B. Poids relevé : 15.3 kg. Faible rigidité, non conducteur. Odeur inhabituelle signalée par l'agent.",papier usagé depuis relevé 15 3kg faible rigidité conducteur odeur inhabituelle signalée agent,0,Inconnu
"Ferraille ou métal collecté à l'Usine A. Masse 80.9 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal 80 9kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Collecte de déchets papier depuis le Centre de Tri. Masse non mesuré kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis centre tri mesuré souple sans conductivité électrique surface très opaque,0,Inconnu
"Lot métallique en provenance de l'Usine A. Poids 49.0 kg, volume 93.1 L. Conducteur, très rigide. Aspect très opaque. Lot conforme aux standards de tri.",métallique 49 0kg 93 conducteur très rigide aspect très opaque conforme standard tri,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids 184.5 kg, volume 355.3 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne 184 5kg 355 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Papier usagé à l'Usine B. Poids relevé : 17.1 kg. Faible rigidité, non conducteur. Légère contamination observée.",papier usagé relevé 17 1kg faible rigidité conducteur légère contamination observée,1,Inconnu
"Papier usagé issu de la collecte citoyenne. Poids relevé : 16.3 kg. Faible rigidité, non conducteur. Poids anormalement élevé pour cette catégorie.",papier usagé citoyenne relevé 16 3kg faible rigidité conducteur anormalement élevé cette catégorie,0,Inconnu
Lot de verre trié à l'Usine A. Masse 133.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Traces d'humidité détectées.,verre trié 133 0kg lourd extrêmement rigide aspect légèrement translucide trace humidité détectées,1,Moyen
"Papier usagé issu de la collecte citoyenne. Poids relevé : 5.5 kg. Faible rigidité, non conducteur. Lot conforme aux standards de tri.",papier usagé citoyenne relevé 5 5kg faible rigidité conducteur conforme standard tri,0,Inconnu
"Lot de papier récupéré à l'Usine B. Poids léger de non mesuré kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré léger mesuré petit souple conducteur aspect très opaque bon état général,0,Inconnu
"Lot métallique à l'Usine A. Poids -99.0 kg, volume 90.6 L. Conducteur, très rigide. Aspect très opaque. Légère contamination observée.",métallique 99 0kg 90 conducteur très rigide aspect très opaque légère contamination observée,1,Inconnu
"Collecte de déchets papier au centre de tri municipal. Masse non mesuré kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier centre tri municipal mesuré souple sans conductivité électrique surface très opaque,0,Inconnu
"Plastique de tri sélectif via la collecte citoyenne. Masse 8.4 kg. Matériau rigide, faible conductivité. Lot conforme aux standards de tri.",plastique tri sélectif via citoyenne 8 4kg rigide faible conductivité conforme standard tri,0,Inconnu
"Déchet en verre collecté en provenance de l'Usine B. Poids lourd : 182.4 kg, volume 352.2 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lourd 182 4kg 352 très rigide conducteur aspect légèrement translucide,0,Moyen
"Lot de déchets non identifiés au Centre de Tri. Masse 37.2 kg. Comportement physique atypique, classification incertaine. Poids anormalement élevé pour cette catégorie.",déchets identifiés centre tri 37 2kg comportement physique atypique classification incertaine anormalement élevé cette catégorie,0,Inconnu
"Déchet métallique détecté depuis l'Usine B. Poids 55.5 kg, volume 105.6 L. Conductivité élevée (0.915), rigidité importante. Matériau mélangé à d'autres déchets.",métallique détecté depuis 55 5kg 105 conductivité élevée 0 915 rigidité importante mélangé autres déchets,0,Inconnu
"Lot plastique en provenance de l'Usine A. Volume -0.6 L, poids 22.1 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique 0 22 1kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
Lot de verre trié sans localisation enregistrée. Masse 175.7 kg. Matériau lourd et de rigidité non mesurée. Aspect légèrement translucide. Traces d'humidité détectées.,verre trié sans localisation enregistrée 175 7kg lourd rigidité mesurée aspect légèrement translucide trace humidité détectées,1,Moyen
Lot de verre trié issu de la collecte citoyenne. Masse 105.4 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Légère contamination observée.,verre trié citoyenne 105 4kg lourd extrêmement rigide aspect légèrement translucide légère contamination observée,1,Moyen
"Déchet métallique détecté depuis l'Usine B. Poids non mesuré kg, volume 130.7 L. Conductivité élevée (0.943), rigidité importante. Conditionnement non conforme au protocole.",métallique détecté depuis mesuré 130 conductivité élevée 0 943 rigidité importante conditionnement conforme protocole,0,Inconnu
"Déchet de type papier identifié depuis l'Usine B. Volume estimé 7.6 L, poids 11.4 kg. Texture semi-rigide, très opaque.",papier identifié depuis 7 11 4kg texture semi rigide très opaque,0,Inconnu
"Ferraille ou métal collecté depuis l'Usine B. Masse non mesuré kg. Haute conductivité électrique, matériau rigide. Prix revente estimé.",ferraille métal depuis mesuré haute conductivité électrique rigide prix revente,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 143.3 kg, volume 300.1 L. Très rigide, non conducteur, aspect indéterminée.",verre provenant lourd 143 3kg 300 très rigide conducteur aspect indéterminée,0,Inconnu
"Plastique de tri sélectif lors d'une collecte citoyenne. Masse 34.0 kg. Matériau semi-rigide, faible conductivité. Légère contamination observée.",plastique tri sélectif lors citoyenne 34 0kg semi rigide faible conductivité légère contamination observée,1,Inconnu
"Lot métallique à l'Usine B. Poids 83.9 kg, volume 160.7 L. Conducteur, très rigide. Aspect très opaque. Volume surestimé, vérification recommandée.",métallique 83 9kg 160 conducteur très rigide aspect très opaque surestimé vérification recommandée,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 163.3 kg, volume 330.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis 163 3kg 330 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
Déchets métalliques triés au centre de tri municipal. Poids 53.4 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. Légère contamination observée.,déchets métalliques triés centre tri municipal 53 4kg conductivité mesurée 0 904 dense résistant légère contamination observée,1,Inconnu
"Papier usagé à l'Usine B. Poids relevé : 7.4 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé relevé 7 4kg faible rigidité conducteur conditionnement conforme protocole,0,Inconnu
"Déchet métallique détecté lors d'une collecte citoyenne. Poids 65.3 kg, volume 125.5 L. Conductivité élevée (0.987), rigidité importante. Volume surestimé, vérification recommandée.",métallique détecté lors citoyenne 65 3kg 125 conductivité élevée 0 987 rigidité importante surestimé vérification recommandée,0,Inconnu
"Lot métallique au Centre de Tri. Poids 37.2 kg, volume 54.6 L. Conducteur, très rigide. Aspect très opaque. Volume surestimé, vérification recommandée.",métallique centre tri 37 2kg 54 conducteur très rigide aspect très opaque surestimé vérification recommandée,0,Inconnu
"Déchet non catégorisé collecté au centre de tri municipal. Poids 186.1 kg, volume 404.8 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",catégorisé centre tri municipal 186 1kg 404 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Déchet en verre collecté au Centre de Tri. Poids lourd : 145.0 kg, volume 247.7 L. Très rigide, non conducteur, aspect légèrement translucide.",verre centre tri lourd 145 0kg 247 très rigide conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés provenant de l'Usine A. Poids 184.6 kg, volume 394.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés provenant 184 6kg 394 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Ferraille ou métal collecté à l'emplacement non spécifié. Masse 63.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal emplacement spécifié 63 8kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Collecte de déchets papier depuis l'Usine B. Masse 14.7 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis 14 7kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 36.7 kg. Opacité indéterminée, souplesse variable. Traces d'humidité détectées.",déchets plastique diver provenant 36 7kg opacité indéterminée souplesse variable trace humidité détectées,1,Inconnu
"Plastique de tri sélectif en provenance de l'Usine A. Masse 42.5 kg. Matériau rigide, faible conductivité. Légère contamination observée.",plastique tri sélectif 42 5kg rigide faible conductivité légère contamination observée,1,Inconnu
"Déchets en verre identifiés en provenance de l'Usine A. Poids 225.2 kg, volume 436.6 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés 225 2kg 436 conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Bris de verre ou contenants à l'Usine A. Masse 172.8 kg. Matériau dense, rigidité élevée, transparence partielle. Conditionnement non conforme au protocole.",bris verre contenants 172 8kg dense rigidité élevée transparence partielle conditionnement conforme protocole,0,Moyen
"Déchet métallique détecté provenant de l'Usine A. Poids 49.4 kg, volume 115.9 L. Conductivité élevée (0.998), rigidité importante. Volume surestimé, vérification recommandée.",métallique détecté provenant 49 4kg 115 conductivité élevée 0 998 rigidité importante surestimé vérification recommandée,0,Inconnu
"Emballages plastiques récupérés dans un site non renseigné. Masse 6.6 kg, volume -14.1 L. semi-rigide, non conducteur.",emballages plastique récupérés 6 6kg 14 semi rigide conducteur,0,Inconnu
"Bris de verre ou contenants à l'Usine A. Masse 193.3 kg. Matériau dense, rigidité élevée, transparence partielle. Conditionnement non conforme au protocole.",bris verre contenants 193 3kg dense rigidité élevée transparence partielle conditionnement conforme protocole,0,Moyen
"Papier usagé au centre de tri municipal. Poids relevé : 19.3 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé centre tri municipal relevé 19 3kg faible rigidité conducteur conditionnement conforme protocole,0,Inconnu
"Feuilles et cartons collectés via la collecte citoyenne. Masse totale non mesuré kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton via citoyenne totale mesuré léger souple opaque étiquetage absent conteneur,0,Inconnu
"Verre recyclable depuis l'Usine B. Poids 191.7 kg, volume 388.4 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable depuis 191 7kg 388 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Bris de verre ou contenants depuis l'Usine B. Masse 212.5 kg. Matériau dense, rigidité élevée, transparence partielle. Matériau mélangé à d'autres déchets.",bris verre contenants depuis 212 5kg dense rigidité élevée transparence partielle mélangé autres déchets,0,Moyen
"Lot plastique au centre de tri municipal. Volume 44.2 L, poids 18.7 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique centre tri municipal 44 18 7kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
